legacy_url,new_url,status,reason
"https://schillingspartners.com/news/the-hyper-growth-of-synthetic-media-all-is-not-as-it-seems","https://schillingspartners.com/news/the-hyper-growth-of-synthetic-media-all-is-not-as-it-seems/","301","news-migration"
"https://schillingspartners.com/news/the-reputational-risks-of-returning-to-the-office-and-how-to-manage-them","https://schillingspartners.com/news/the-reputational-risks-of-returning-to-the-office-and-how-to-manage-them/","301","news-migration"
"https://schillingspartners.com/news/the-schillings-approach-to-asset-tracing","https://schillingspartners.com/news/the-schillings-approach-to-asset-tracing/","301","news-migration"
"https://schillingspartners.com/news/the-schillings-approach-to-counter-extortion-operations","https://schillingspartners.com/news/the-schillings-approach-to-counter-extortion-operations/","301","news-migration"
"https://schillingspartners.com/news/the-schillings-approach-to-countering-smear-campaigns","https://schillingspartners.com/news/the-schillings-approach-to-countering-smear-campaigns/","301","news-migration"
"https://schillingspartners.com/news/the-schillings-approach-to-diplomacy","https://schillingspartners.com/news/the-schillings-approach-to-diplomacy/","301","news-migration"
"https://schillingspartners.com/news/the-schillings-approach-to-protecting-reputation--privacy-and-security-across-africa","https://schillingspartners.com/news/the-schillings-approach-to-protecting-reputation-privacy-and-security-across-africa/","301","news-migration"
"https://schillingspartners.com/news/the-schillings-approach-to-protecting-reputation--privacy-and-security-in-latin-america","https://schillingspartners.com/news/the-schillings-approach-to-protecting-reputation-privacy-and-security-in-latin-america/","301","news-migration"
"https://schillingspartners.com/news/the-schillings-approach-to-security","https://schillingspartners.com/news/the-schillings-approach-to-security/","301","news-migration"
"https://schillingspartners.com/news/the-schillings-approach-to-surviving-cancel-culture","https://schillingspartners.com/news/the-schillings-approach-to-surviving-cancel-culture/","301","news-migration"
"https://schillingspartners.com/news/the-surprisingly-simple-secret-to-protecting-your-reputation","https://schillingspartners.com/news/the-surprisingly-simple-secret-to-protecting-your-reputation/","301","news-migration"
"https://schillingspartners.com/news/the-times-lawyer-of-the-week-jenny-afia","https://schillingspartners.com/news/the-times-lawyer-of-the-week-jenny-afia/","301","news-migration"
"https://schillingspartners.com/news/the-ultimate-social-media-privacy-guide","https://schillingspartners.com/news/the-ultimate-social-media-privacy-guide/","301","news-migration"
"https://schillingspartners.com/news/thirteen-partners-recognised-2023-spears-reputation-index","https://schillingspartners.com/news/thirteen-partners-recognised-2023-spears-reputation-index/","301","news-migration"
"https://schillingspartners.com/news/three-important-privacy-lessons-we-can-learn-from-the-barclay-brothers-dispute","https://schillingspartners.com/news/three-important-privacy-lessons-we-can-learn-from-the-barclay-brothers-dispute/","301","news-migration"
"https://schillingspartners.com/news/three-part-approach-for-risk-management-planning","https://schillingspartners.com/news/three-part-approach-for-risk-management-planning/","301","news-migration"
"https://schillingspartners.com/news/three-ways-to-apply-behavioural-science-to-crisis-planning","https://schillingspartners.com/news/three-ways-to-apply-behavioural-science-to-crisis-planning/","301","news-migration"
"https://schillingspartners.com/news/tim-ramsey-mbe-joins-schillings-partnership","https://schillingspartners.com/news/tim-ramsey-mbe-joins-schillings-partnership/","301","news-migration"
